timestamp	id	value
56506476	fc.pwr	1
56506476	tpc.gps
56506476	tpc.bat_v	15.285592
56506476	tpc.bat_v_avgd	15.280755966666666
56506476	fc.state	7
56506476	fc.alt	26658.390625
57006506	gs.rssi	-82
57006506	comms.recd	11120
57006506	tpc.state	0
57006506	fc.pwr	1
57006506	tpc.gps
57006506	tpc.bat_v	15.222723
57006506	tpc.bat_v_avgd	15.278660333333331
57006506	fc.state	7
57006506	fc.alt	-188339.5625
57506508	gs.rssi	-81
57506508	comms.recd	11240
57506508	tpc.state	0
57506508	fc.pwr	1
57506508	tpc.gps
57506508	tpc.bat_v	15.222723
57506508	tpc.bat_v_avgd	15.277209499999996
57506508	fc.state	7
57506508	fc.alt	26664.953125
58006555	gs.rssi	-81
58006555	comms.recd	11360
58006555	tpc.state	0
58006555	fc.pwr	1
58006555	tpc.gps
58006555	tpc.bat_v	15.232395
58006555	tpc.bat_v_avgd	15.276725899999997
58006555	fc.state	7
58006555	fc.alt	-188337.3125
58506591	gs.rssi	-82
58506591	comms.recd	11480
58506591	tpc.state	0
58506591	fc.pwr	1
58506591	tpc.gps
58506591	tpc.bat_v	15.266248
58506591	tpc.bat_v_avgd	15.275758699999999
58506591	fc.state	7
58506591	fc.alt	26665.15625
59006596	gs.rssi	-83
59006596	comms.recd	11600
59006596	tpc.state	0
59006596	fc.pwr	1
59006596	tpc.gps
59006596	tpc.bat_v	15.256576
59006596	tpc.bat_v_avgd	15.2747915
59006596	fc.state	7
59006596	fc.alt	26669.046875
59506622	gs.rssi	-81
59506622	comms.recd	11720
59506622	tpc.state	0
59506622	fc.pwr	1
59506622	tpc.gps
59506622	tpc.bat_v	15.27592
59506622	tpc.bat_v_avgd	15.273340666666664
59506622	fc.state	7
59506622	fc.alt	26670.6875
60006669	gs.rssi	-82
60006669	comms.recd	11840
60006669	tpc.state	0
60006669	fc.pwr	1
60006669	tpc.gps
60006669	tpc.bat_v	15.213051
60006669	tpc.bat_v_avgd	15.269632999999997
60006669	fc.state	7
60006669	fc.alt	26665.359375
60506720	gs.rssi	-83
60506720	comms.recd	11960
60506720	tpc.state	0
60506720	fc.pwr	1
60506720	tpc.gps
60506720	tpc.bat_v	15.266248
60506720	tpc.bat_v_avgd	15.269310599999995
60506720	fc.state	7
60506720	fc.alt	26671.515625
61006752	gs.rssi	-82
61006752	comms.recd	12080
61006752	tpc.state	0
61006752	fc.pwr	1
61006752	tpc.gps
61006752	tpc.bat_v	15.271084
61006752	tpc.bat_v_avgd	15.268826999999996
61006752	fc.state	7
61006752	fc.alt	26669.265625
61506783	gs.rssi	-82
61506783	comms.recd	12200
61506783	tpc.state	0
61506783	fc.pwr	1
61506783	tpc.gps
61506783	tpc.bat_v	15.242067
61506783	tpc.bat_v_avgd	15.267376166666663
61506783	fc.state	7
61506783	fc.alt	-188341
62006794	gs.rssi	-81
62006794	comms.recd	12320
62006794	tpc.state	0
62006794	fc.pwr	1
62006794	tpc.gps
62006794	tpc.bat_v	15.266248
